티커,테마,entry_date,hold,tp,sl,ret,hit_tp,hit_sl,grade,dist,rsi,vol,vc,regime,price_over_ma20,price_over_ma60,mom_5,mom_10,body_pct,upper_shadow,lower_shadow,atr_like
TSLA,MEGA_TECH,2025-04-01,1,4,-3,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,1,4,-4,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,1,5,-1,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,1,5,-2,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,1,5,-3,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,1,5,-4,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,2,-1,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,2,-2,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,2,-3,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,2,-4,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,3,-1,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,3,-2,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,3,-3,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,3,-4,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,4,-1,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,4,-2,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,4,-3,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,4,-4,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,5,-1,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,5,-2,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,5,-3,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,2,5,-4,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,2,-1,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,2,-2,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,2,-3,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,2,-4,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,3,-1,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,3,-2,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,3,-3,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,3,-4,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,4,-1,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,4,-2,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,4,-3,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,4,-4,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,5,-1,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,5,-2,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,5,-3,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,3,5,-4,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,2,-1,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,2,-2,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,2,-3,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,2,-4,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,3,-1,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,3,-2,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,3,-3,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,3,-4,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,4,-1,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,4,-2,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,4,-3,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,4,-4,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,5,-1,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,5,-2,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,5,-3,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,4,5,-4,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,2,-1,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,2,-2,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,2,-3,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,2,-4,2.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,3,-1,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,3,-2,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,3,-3,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,3,-4,3.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,4,-1,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,4,-2,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,4,-3,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,4,-4,4.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,5,-1,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,5,-2,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,5,-3,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-01,5,5,-4,5.0,1,0,B,19.417564537849312,59.349644712113225,4.451027848258442,11.634705058835285,40,1.8846865282150749,-22.23566822557202,-6.907579286064762,8.88618530456963,3.8007431564779495,0.5402044592921349,2.2958777836721067,6.63682539944219
TSLA,MEGA_TECH,2025-04-07,1,2,-1,2.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,2,-2,2.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,2,-3,2.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,2,-4,2.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,3,-1,3.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,3,-2,3.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,3,-3,3.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,3,-4,3.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,4,-1,4.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,4,-2,4.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,4,-3,4.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,4,-4,4.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,5,-1,5.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,5,-2,5.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,5,-3,5.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
TSLA,MEGA_TECH,2025-04-07,1,5,-4,5.0,1,0,A,10.32623166626859,50.40903262318778,4.5779386774545925,27.723198241120738,40,-5.5128391582681315,-26.172491450715007,-9.151962145464003,-3.7312588104918083,-6.661660065549767,2.3472393973622556,1.432566002884149,10.44146546579617
